Sucursal;Cantidad de Préstamos;Valor (RD$);Mes;Año
Puerto Plata;1,732;939,377,956;Septiembre;2021
Santo Domingo;1,901;3,386,259,054;Octubre;2021
San Cristóbal;931;926,535,866;Octubre;2021
Monte Plata;1,784;2,335,350,062;Octubre;2021
Hato Mayor;1,272;1,417,994,818;Octubre;2021
El Seybo;974;587,511,762;Octubre;2021
Higüey;972;1,125,620,657;Octubre;2021
San Juan de la Maguana;3,431;2,039,927,295;Octubre;2021
Baní;833;1,354,444,725;Octubre;2021
San José de Ocoa;1,299;3,289,792,941;Octubre;2021
Azua;1,762;1,136,864,977;Octubre;2021
Barahona;1,913;1,153,026,448;Octubre;2021
Neyba;1,672;730,539,187;Octubre;2021
Comendador;1,559;487,935,213;Octubre;2021
San Fco. Macorís;711;1,168,664,205;Octubre;2021
Cotuí;1,397;1,589,983,672;Octubre;2021
Villa Riva;796;348,758,035;Octubre;2021
Arenoso;449;372,398,674;Octubre;2021
Río San Juan;1,179;955,471,091;Octubre;2021
Nagua;757;474,969,949;Octubre;2021
Samaná;740;247,584,179;Octubre;2021
La Vega;704;1,785,102,216;Octubre;2021
Bonao;440;542,895,915;Octubre;2021
Constanza;822;1,324,207,906;Octubre;2021
Salcedo;542;469,389,017;Octubre;2021
Moca;792;1,364,800,917;Octubre;2021
Santiago;501;1,321,005,237;Octubre;2021
Valverde Mao;773;2,152,892,801;Octubre;2021
Montecristí;997;990,845,377;Octubre;2021
Santiago Rodríguez;1,413;950,805,854;Octubre;2021
Dajabón;1,003;768,874,246;Octubre;2021
San José de las Matas;826;867,620,577;Octubre;2021
Puerto Plata;1,718;924,862,621;Octubre;2021
Santo Domingo;1,916;3,628,169,484;Noviembre;2021
San Cristóbal;917;936,398,584;Noviembre;2021
Monte Plata;1,809;2,497,328,412;Noviembre;2021
Hato Mayor;1,260;1,417,785,683;Noviembre;2021
El Seybo;988;587,570,585;Noviembre;2021
Higüey;985;1,137,573,826;Noviembre;2021
San Juan de la Maguana;3,443;2,179,384,389;Noviembre;2021
Baní;832;1,395,752,600;Noviembre;2021
San José de Ocoa;1,298;3,339,838,031;Noviembre;2021
Azua;1,780;1,166,754,591;Noviembre;2021
Barahona;1,799;1,128,335,862;Noviembre;2021
Neyba;1,663;732,871,537;Noviembre;2021
Comendador;1,568;497,800,782;Noviembre;2021
San Fco. Macorís;714;1,259,505,355;Noviembre;2021
Cotuí;1,239;1,560,052,944;Noviembre;2021
Villa Riva;917;477,662,430;Noviembre;2021
Arenoso;557;404,664,657;Noviembre;2021
Río San Juan;1,184;966,721,143;Noviembre;2021
Nagua;854;500,199,911;Noviembre;2021
Samaná;748;247,982,944;Noviembre;2021
La Vega;785;1,867,430,652;Noviembre;2021
Bonao;404;535,481,847;Noviembre;2021
Constanza;838;1,326,587,902;Noviembre;2021
Salcedo;537;520,837,428;Noviembre;2021
Moca;804;1,398,619,582;Noviembre;2021
Santiago;500;1,360,441,498;Noviembre;2021
Valverde Mao;761;2,140,357,202;Noviembre;2021
Montecristí;1,111;1,034,272,818;Noviembre;2021
Santiago Rodríguez;1,416;953,981,634;Noviembre;2021
Dajabón;1,021;765,332,353;Noviembre;2021
San José de las Matas;810;862,238,678;Noviembre;2021
Puerto Plata;1,716;918,508,896;Noviembre;2021
Santo Domingo;1,950;2,467,082,149;Diciembre;2021
San Cristóbal;908;984,363,786;Diciembre;2021
Monte Plata;1,851;2,670,813,075;Diciembre;2021
Hato Mayor;1,264;1,452,109,759;Diciembre;2021
El Seybo;1,008;580,778,466;Diciembre;2021
Higüey;992;1,142,520,403;Diciembre;2021
San Juan de la Maguana;3,442;2,268,334,895;Diciembre;2021
Baní;838;1,411,299,592;Diciembre;2021
San José de Ocoa;1,307;3,381,453,664;Diciembre;2021
Azua;1,807;1,197,054,234;Diciembre;2021
Barahona;1,827;1,140,478,284;Diciembre;2021
Neyba;1,674;742,376,723;Diciembre;2021
Comendador;1,568;501,576,820;Diciembre;2021
San Fco. Macorís;820;1,270,171,572;Diciembre;2021
Cotuí;1,370;1,635,880,921;Diciembre;2021
Villa Riva;1,045;513,949,005;Diciembre;2021
Arenoso;691;469,662,070;Diciembre;2021
Río San Juan;1,216;976,183,925;Diciembre;2021
Nagua;1,029;532,442,751;Diciembre;2021
Samaná;749;267,252,843;Diciembre;2021
La Vega;986;1,783,214,087;Diciembre;2021
Bonao;453;623,601,316;Diciembre;2021
Constanza;882;1,399,439,258;Diciembre;2021
Salcedo;544;554,941,690;Diciembre;2021
Moca;794;1,405,130,598;Diciembre;2021
Santiago;514;1,458,233,480;Diciembre;2021
Valverde Mao;871;2,194,089,699;Diciembre;2021
Montecristí;1,164;1,057,497,652;Diciembre;2021
Santiago Rodríguez;1,427;991,011,457;Diciembre;2021
Dajabón;1,061;774,866,490;Diciembre;2021
San José de las Matas;791;835,939,838;Diciembre;2021
Puerto Plata;1,722;934,070,428;Diciembre;2021
Santo Domingo;1,992;2,519,694,133;Enero;2022
San Cristóbal;906;1,003,610,391;Enero;2022
Monte Plata;1,880;2,837,311,571;Enero;2022
Hato Mayor;1,285;1,485,885,628;Enero;2022
El Seybo;1,020;613,131,064;Enero;2022
Higüey;993;1,161,118,890;Enero;2022
San Juan de la Maguana;3,431;2,198,104,166;Enero;2022
Baní;851;1,405,372,337;Enero;2022
San José de Ocoa;1,309;3,388,738,713;Enero;2022
Azua;1,795;1,258,642,323;Enero;2022
Barahona;1,848;1,149,756,537;Enero;2022
Neyba;1,664;740,442,413;Enero;2022
Comendador;1,566;508,918,142;Enero;2022
San Fco. Macorís;897;1,322,303,045;Enero;2022
Cotuí;1,422;1,599,718,708;Enero;2022
Villa Riva;1,082;555,238,993;Enero;2022
Arenoso;728;482,540,512;Enero;2022
Río San Juan;1,224;990,724,878;Enero;2022
Nagua;1,083;664,188,636;Enero;2022
Samaná;746;267,370,776;Enero;2022
La Vega;1,064;1,770,731,812;Enero;2022
Bonao;490;633,460,464;Enero;2022
Constanza;907;1,430,976,554;Enero;2022
Salcedo;531;589,870,045;Enero;2022
Moca;801;1,409,005,195;Enero;2022
Santiago;511;1,414,353,090;Enero;2022
Valverde Mao;896;2,184,813,350;Enero;2022
Montecristí;1,178;1,046,627,929;Enero;2022
Santiago Rodríguez;1,428;1,020,870,403;Enero;2022
Dajabón;1,074;779,370,595;Enero;2022
San José de las Matas;786;828,877,942;Enero;2022
Puerto Plata;1,744;945,227,723;Enero;2022
Santo Domingo;2,082;2,671,344,700;Febrero;2022
San Cristóbal;907;1,015,785,381;Febrero;2022
Monte Plata;1,885;2,943,633,983;Febrero;2022
Hato Mayor;1,275;1,457,069,545;Febrero;2022
El Seybo;1,047;615,994,798;Febrero;2022
Higüey;990;1,161,219,668;Febrero;2022
San Juan de la Maguana;3,431;2,165,093,406;Febrero;2022
Baní;818;1,411,012,502;Febrero;2022
San José de Ocoa;1,289;3,392,621,282;Febrero;2022
Azua;1,889;1,316,761,719;Febrero;2022
Barahona;1,873;1,155,959,969;Febrero;2022
Neyba;1,661;751,753,358;Febrero;2022
Comendador;1,579;523,354,140;Febrero;2022
San Fco. Macorís;931;1,427,254,388;Febrero;2022
Cotuí;1,305;1,581,591,926;Febrero;2022
Villa Riva;1,107;572,305,832;Febrero;2022
Arenoso;752;485,985,654;Febrero;2022
Río San Juan;1,212;993,786,726;Febrero;2022
Nagua;1,146;690,743,889;Febrero;2022
Samaná;755;275,954,760;Febrero;2022
La Vega;1,236;1,710,255,862;Febrero;2022
Bonao;533;657,679,268;Febrero;2022
Constanza;939;1,469,209,224;Febrero;2022
Salcedo;567;634,912,805;Febrero;2022
Moca;818;1,388,315,022;Febrero;2022
Santiago;531;1,427,636,191;Febrero;2022
Valverde Mao;893;2,165,661,844;Febrero;2022
Montecristí;1,194;1,037,280,496;Febrero;2022
Santiago Rodríguez;1,423;1,018,313,757;Febrero;2022
Dajabón;1,081;814,439,345;Febrero;2022
San José de las Matas;769;821,664,484;Febrero;2022
Puerto Plata;1,790;954,676,773;Febrero;2022
Santo Domingo;2,155;2,619,666,075;Marzo;2022
San Cristóbal;912;1,005,046,047;Marzo;2022
Monte Plata;1,936;3,125,794,134;Marzo;2022
Hato Mayor;1,287;1,476,253,314;Marzo;2022
El Seybo;1,058;640,180,608;Marzo;2022
Higüey;1,004;1,165,922,954;Marzo;2022
San Juan de la Maguana;3,447;2,188,545,265;Marzo;2022
Baní;827;1,375,713,697;Marzo;2022
San José de Ocoa;1,307;3,407,538,019;Marzo;2022
Azua;1,934;1,424,011,399;Marzo;2022
Barahona;1,893;1,167,318,912;Marzo;2022
Neyba;1,674;769,076,672;Marzo;2022
Comendador;1,592;538,872,362;Marzo;2022
San Fco. Macorís;949;1,471,855,209;Marzo;2022
Cotuí;1,317;1,567,357,529;Marzo;2022
Villa Riva;1,107;586,427,979;Marzo;2022
Arenoso;735;473,803,326;Marzo;2022
Río San Juan;1,233;1,018,602,103;Marzo;2022
Nagua;1,186;705,537,296;Marzo;2022
Samaná;759;277,813,422;Marzo;2022
La Vega;1,348;2,030,004,126;Marzo;2022
Bonao;557;643,429,732;Marzo;2022
Constanza;972;1,538,833,430;Marzo;2022
Salcedo;582;593,175,590;Marzo;2022
Moca;833;1,387,026,506;Marzo;2022
Santiago;592;1,452,559,402;Marzo;2022
Valverde Mao;906;2,186,633,871;Marzo;2022
Montecristí;1,119;1,030,373,996;Marzo;2022
Santiago Rodríguez;1,439;994,209,002;Marzo;2022
Dajabón;1,085;842,091,586;Marzo;2022
San José de las Matas;758;815,533,650;Marzo;2022
Puerto Plata;1,854;979,032,355;Marzo;2022
Santo Domingo;2,157;2,713,755,304;Abril;2022
San Cristóbal;933;1,040,105,516;Abril;2022
Monte Plata;1,966;3,173,641,768;Abril;2022
Hato Mayor;1,271;1,491,962,511;Abril;2022
El Seybo;1,053;655,295,851;Abril;2022
Higüey;990;1,186,710,452;Abril;2022
San Juan de la Maguana;3,451;2,201,711,247;Abril;2022
Baní;856;1,412,270,314;Abril;2022
San José de Ocoa;1,326;3,428,061,162;Abril;2022
Azua;1,919;1,286,501,641;Abril;2022
Barahona;1,870;1,151,492,322;Abril;2022
Neyba;1,696;773,782,989;Abril;2022
Comendador;1,601;551,962,152;Abril;2022
San Fco. Macorís;883;1,478,040,209;Abril;2022
Cotuí;1,317;1,579,164,217;Abril;2022
Villa Riva;949;566,633,352;Abril;2022
Arenoso;638;452,412,470;Abril;2022
Río San Juan;1,240;1,028,789,142;Abril;2022
Nagua;1,027;689,572,330;Abril;2022
Samaná;764;284,722,069;Abril;2022
La Vega;1,150;2,319,288,798;Abril;2022
Bonao;558;644,551,089;Abril;2022
Constanza;1,006;1,576,337,873;Abril;2022
Salcedo;552;620,881,028;Abril;2022
Moca;810;1,365,352,765;Abril;2022
Santiago;595;1,480,293,662;Abril;2022
Valverde Mao;876;2,231,555,909;Abril;2022
Montecristí;1,086;1,021,537,758;Abril;2022
Santiago Rodríguez;1,445;1,018,902,274;Abril;2022
Dajabón;1,060;837,922,081;Abril;2022
San José de las Matas;756;809,512,607;Abril;2022
Puerto Plata;1,856;987,214,243;Abril;2022
Santo Domingo;2,205;2,830,231,242;Mayo;2022
San Cristóbal;949;1,075,517,953;Mayo;2022
Monte Plata;1,995;3,313,521,317;Mayo;2022
Hato Mayor;1,275;1,609,583,720;Mayo;2022
El Seybo;1,037;699,704,664;Mayo;2022
Higüey;974;1,181,142,420;Mayo;2022
San Juan de la Maguana;3,038;2,184,256,117;Mayo;2022
Baní;888;1,400,061,885;Mayo;2022
San José de Ocoa;1,328;3,436,345,578;Mayo;2022
Azua;1,923;1,404,635,613;Mayo;2022
Barahona;1,730;1,153,760,025;Mayo;2022
Neyba;1,703;778,876,433;Mayo;2022
Comendador;1,633;577,675,938;Mayo;2022
San Fco. Macorís;813;1,653,003,584;Mayo;2022
Cotuí;1,200;1,837,973,684;Mayo;2022
Villa Riva;983;577,365,112;Mayo;2022
Arenoso;562;487,445,119;Mayo;2022
Río San Juan;1,224;1,084,255,749;Mayo;2022
Nagua;867;649,169,230;Mayo;2022
Samaná;726;287,860,678;Mayo;2022
La Vega;1,140;3,051,681,629;Mayo;2022
Bonao;501;674,965,135;Mayo;2022
Constanza;995;1,592,451,315;Mayo;2022
Salcedo;570;662,243,769;Mayo;2022
Moca;811;1,367,653,551;Mayo;2022
Santiago;655;1,576,604,431;Mayo;2022
Valverde Mao;856;2,312,814,151;Mayo;2022
Montecristí;1,156;1,086,881,723;Mayo;2022
Santiago Rodríguez;1,454;1,018,690,956;Mayo;2022
Dajabón;1,070;860,681,945;Mayo;2022
San José de las Matas;754;806,888,463;Mayo;2022
Puerto Plata;1,928;1,020,889,521;Mayo;2022
Santo Domingo;2,143;2,926,142,305;Junio;2022
San Cristóbal;935;1,084,747,854;Junio;2022
Monte Plata;1,982;3,324,127,323;Junio;2022
Hato Mayor;1,242;1,592,399,007;Junio;2022
El Seybo;988;688,403,804;Junio;2022
Higüey;992;1,178,824,197;Junio;2022
San Juan de la Maguana;3,032;2,297,498,217;Junio;2022
Baní;905;1,427,881,285;Junio;2022
San José de Ocoa;1,358;3,497,754,283;Junio;2022
Azua;1,926;1,410,502,870;Junio;2022
Barahona;1,717;1,173,914,918;Junio;2022
Neyba;1,730;797,214,898;Junio;2022
Comendador;1,653;588,695,147;Junio;2022
San Fco. Macorís;852;1,708,647,033;Junio;2022
Cotuí;1,136;1,837,237,215;Junio;2022
Villa Riva;1,045;607,397,211;Junio;2022
Arenoso;652;544,593,343;Junio;2022
Río San Juan;1,246;1,098,884,290;Junio;2022
Nagua;1,025;698,724,831;Junio;2022
Samaná;724;294,235,891;Junio;2022
La Vega;1,173;3,081,196,652;Junio;2022
Bonao;523;733,478,193;Junio;2022
Constanza;1,026;1,624,706,653;Junio;2022
Salcedo;578;683,681,082;Junio;2022
Moca;843;1,385,089,786;Junio;2022
Santiago;631;1,581,961,583;Junio;2022
Valverde Mao;881;2,277,618,843;Junio;2022
Montecristí;1,187;1,077,502,229;Junio;2022
Santiago Rodríguez;1,452;1,014,986,154;Junio;2022
Dajabón;1,092;867,263,115;Junio;2022
San José de las Matas;754;804,697,685;Junio;2022
Puerto Plata;1,903;1,026,469,628;Junio;2022
Santo Domingo;2,075;2,871,752,190;Julio;2022
San Cristóbal;908;1,063,476,069;Julio;2022
Monte Plata;2,003;3,139,474,397;Julio;2022
Hato Mayor;1,270;1,690,918,261;Julio;2022
El Seybo;1,008;708,843,765;Julio;2022
Higüey;1,008;1,177,769,443;Julio;2022
San Juan de la Maguana;3,086;2,330,043,629;Julio;2022
Baní;952;1,497,738,070;Julio;2022
San José de Ocoa;1,390;3,532,499,206;Julio;2022
Azua;1,960;1,457,774,373;Julio;2022
Barahona;1,730;1,175,517,472;Julio;2022
Neyba;1,740;803,017,714;Julio;2022
Comendador;1,689;616,791,913;Julio;2022
San Fco. Macorís;899;1,746,198,359;Julio;2022
Cotuí;1,268;1,941,211,147;Julio;2022
Villa Riva;1,072;629,861,191;Julio;2022
Arenoso;677;562,970,236;Julio;2022
Río San Juan;1,308;1,131,392,553;Julio;2022
Nagua;1,113;742,746,465;Julio;2022
Samaná;728;293,425,084;Julio;2022
La Vega;1,190;3,089,691,365;Julio;2022
Bonao;599;765,661,646;Julio;2022
Constanza;1,052;1,755,010,418;Julio;2022
Salcedo;528;676,810,125;Julio;2022
Moca;840;1,383,099,763;Julio;2022
Santiago;606;1,541,018,200;Julio;2022
Valverde Mao;901;2,293,382,811;Julio;2022
Montecristí;1,170;1,061,071,350;Julio;2022
Santiago Rodríguez;1,461;1,009,928,549;Julio;2022
Dajabón;1,098;854,817,628;Julio;2022
San José de las Matas;749;797,697,287;Julio;2022
Puerto Plata;1,872;1,029,389,767;Julio;2022
Santo Domingo;2,028;2,951,652,027;Agosto;2022
San Cristóbal;973;1,067,173,653;Agosto;2022
Monte Plata;2,062;3,246,286,105;Agosto;2022
Hato Mayor;1,293;1,695,042,706;Agosto;2022
El Seybo;1,033;716,568,253;Agosto;2022
Higüey;1,014;1,150,374,308;Agosto;2022
San Juan de la Maguana;3,110;2,281,537,566;Agosto;2022
Baní;986;1,458,370,295;Agosto;2022
San José de Ocoa;1,450;3,562,447,239;Agosto;2022
Azua;1,968;1,364,777,851;Agosto;2022
Barahona;1,764;1,182,421,277;Agosto;2022
Neyba;1,764;820,882,880;Agosto;2022
Comendador;1,714;642,361,397;Agosto;2022
San Fco. Macorís;896;1,754,402,216;Agosto;2022
Cotuí;1,283;2,004,821,053;Agosto;2022
Villa Riva;1,047;632,815,049;Agosto;2022
Arenoso;631;559,304,957;Agosto;2022
Río San Juan;1,359;1,153,930,464;Agosto;2022
Nagua;1,151;786,404,636;Agosto;2022
Samaná;746;301,190,280;Agosto;2022
La Vega;1,062;3,162,219,000;Agosto;2022
Bonao;609;782,530,802;Agosto;2022
Constanza;1,064;1,771,134,728;Agosto;2022
Salcedo;540;683,280,995;Agosto;2022
Moca;804;1,398,308,809;Agosto;2022
Santiago;585;1,642,126,755;Agosto;2022
Valverde Mao;884;2,272,191,449;Agosto;2022
Montecristí;1,102;1,013,558,535;Agosto;2022
Santiago Rodríguez;1,458;983,010,485;Agosto;2022
Dajabón;1,094;864,567,382;Agosto;2022
San José de las Matas;751;785,802,498;Agosto;2022
Puerto Plata;1,852;1,012,604,005;Agosto;2022
Santo Domingo;2,002;2,764,730,699;Septiembre;2022
San Cristóbal;995;1,027,071,305;Septiembre;2022
Monte Plata;2,094;3,131,463,296;Septiembre;2022
Hato Mayor;1,296;1,676,531,388;Septiembre;2022
El Seybo;1,040;713,169,913;Septiembre;2022
Higüey;1,012;1,159,757,807;Septiembre;2022
San Juan de la Maguana;3,150;2,314,386,889;Septiembre;2022
Baní;1,021;1,554,454,729;Septiembre;2022
San José de Ocoa;1,477;3,565,853,272;Septiembre;2022
Azua;1,966;1,180,562,672;Septiembre;2022
Barahona;1,780;838,430,901;Septiembre;2022
Neyba;1,776;1,178,379,249;Septiembre;2022
Comendador;1,739;654,607,063;Septiembre;2022
San Fco. Macorís;836;1,724,643,896;Septiembre;2022
Cotuí;1,280;2,002,509,383;Septiembre;2022
Villa Riva;1,044;642,766,838;Septiembre;2022
Arenoso;576;564,421,798;Septiembre;2022
Río San Juan;1,411;1,206,394,813;Septiembre;2022
Nagua;1,178;795,847,419;Septiembre;2022
Samaná;752;313,026,733;Septiembre;2022
La Vega;959;3,066,013,444;Septiembre;2022
Bonao;622;836,851,531;Septiembre;2022
Constanza;1,093;1,793,251,067;Septiembre;2022
Salcedo;541;671,387,320;Septiembre;2022
Moca;793;1,409,375,511;Septiembre;2022
Santiago;572;1,595,832,355;Septiembre;2022
Valverde Mao;855;2,282,277,143;Septiembre;2022
Montecristí;1,042;977,473,404;Septiembre;2022
Santiago Rodríguez;1,472;986,250,615;Septiembre;2022
Dajabón;1,083;864,609,596;Septiembre;2022
San José de las Matas;756;783,757,355;Septiembre;2022
Puerto Plata;1,867;1,021,281,802;Septiembre;2022
Santo Domingo;1,987;2,951,634,934;Octubre;2022
San Cristóbal;1,032;1,038,291,443;Octubre;2022
Monte Plata;2,138;3,204,724,314;Octubre;2022
Hato Mayor;1,341;1,722,824,940;Octubre;2022
El Seybo;1,156;770,189,788;Octubre;2022
Higüey;1,080;1,221,935,610;Octubre;2022
San Juan de la Maguana;3,247;2,445,839,032;Octubre;2022
Baní;1,028;1,728,123,009;Octubre;2022
San José de Ocoa;1,503;3,563,847,988;Octubre;2022
Azua;2,000;1,199,568,287;Octubre;2022
Barahona;1,832;1,184,797,300;Octubre;2022
Neyba;1,792;862,475,956;Octubre;2022
Comendador;1,771;663,344,383;Octubre;2022
San Fco. Macorís;804;1,732,513,557;Octubre;2022
Cotuí;1,279;2,010,967,591;Octubre;2022
Villa Riva;1,043;657,466,473;Octubre;2022
Arenoso;570;558,001,106;Octubre;2022
Río San Juan;1,456;1,235,977,497;Octubre;2022
Nagua;1,167;812,444,159;Octubre;2022
Samaná;756;328,638,896;Octubre;2022
La Vega;901;3,289,997,373;Octubre;2022
Bonao;646;848,860,019;Octubre;2022
Constanza;1,108;1,869,375,806;Octubre;2022
Salcedo;545;636,207,271;Octubre;2022
Moca;788;1,422,615,536;Octubre;2022
Santiago;577;1,559,379,397;Octubre;2022
Valverde Mao;807;2,292,928,307;Octubre;2022
Montecristí;1,069;989,901,509;Octubre;2022
Santiago Rodríguez;1,506;1,000,383,963;Octubre;2022
Dajabón;1,070;855,351,094;Octubre;2022
San José de las Matas;748;777,998,140;Octubre;2022
Puerto Plata;1,854;933,913,184;Octubre;2022
Santo Domingo;2,031;2,990,426,455;Noviembre;2022
San Cristóbal;1,061;1,058,045,291;Noviembre;2022
Monte Plata;2,277;3,473,344,600;Noviembre;2022
Hato Mayor;1,464;1,851,143,932;Noviembre;2022
El Seybo;1,331;822,868,553;Noviembre;2022
Higüey;1,167;1,309,729,561;Noviembre;2022
San Juan de la Maguana;3,487;2,600,714,652;Noviembre;2022
Baní;1,050;1,714,090,388;Noviembre;2022
San José de Ocoa;1,512;3,593,243,285;Noviembre;2022
Azua;2,018;1,252,425,742;Noviembre;2022
Barahona;1,871;1,197,913,916;Noviembre;2022
Neyba;1,816;877,488,810;Noviembre;2022
Comendador;1,771;670,581,302;Noviembre;2022
San Fco. Macorís;782;1,796,540,413;Noviembre;2022
Cotuí;1,183;1,926,632,281;Noviembre;2022
Villa Riva;1,079;710,057,925;Noviembre;2022
Arenoso;637;638,031,381;Noviembre;2022
Río San Juan;1,472;1,232,311,701;Noviembre;2022
Nagua;1,138;968,450,010;Noviembre;2022
Samaná;803;353,364,338;Noviembre;2022
La Vega;1,047;3,519,603,476;Noviembre;2022
Bonao;662;873,176,992;Noviembre;2022
Constanza;1,073;2,219,592,821;Noviembre;2022
Salcedo;544;673,076,216;Noviembre;2022
Moca;787;1,430,400,559;Noviembre;2022
Santiago;584;1,589,697,228;Noviembre;2022
Valverde Mao;776;2,224,640,693;Noviembre;2022
Montecristí;1,196;1,086,914,585;Noviembre;2022
Santiago Rodríguez;1,532;1,014,266,575;Noviembre;2022
Dajabón;1,078;876,427,992;Noviembre;2022
San José de las Matas;755;843,465,120;Noviembre;2022
Puerto Plata;1,851;934,291,824;Noviembre;2022
Santo Domingo;2,032;2,872,794,698;Diciembre;2022
San Cristóbal;1,083;1,122,772,603;Diciembre;2022
Monte Plata;2,336;3,609,897,768;Diciembre;2022
Hato Mayor;1,518;1,876,869,581;Diciembre;2022
El Seybo;1,427;861,370,094;Diciembre;2022
Higüey;1,238;1,356,324,296;Diciembre;2022
San Juan de la Maguana;3,596;2,713,261,487;Diciembre;2022
Baní;1,078;1,742,341,948;Diciembre;2022
San José de Ocoa;1,525;3,605,132,119;Diciembre;2022
Azua;2,032;1,300,581,974;Diciembre;2022
Barahona;1,902;1,213,858,731;Diciembre;2022
Neyba;1,864;896,140,631;Diciembre;2022
Comendador;1,770;681,532,912;Diciembre;2022
San Fco. Macorís;882;1,826,680,671;Diciembre;2022
Cotuí;1,245;1,893,335,787;Diciembre;2022
Villa Riva;1,172;772,742,641;Diciembre;2022
Arenoso;798;698,047,019;Diciembre;2022
Río San Juan;1,497;1,257,946,202;Diciembre;2022
Nagua;1,281;1,089,441,872;Diciembre;2022
Samaná;846;378,182,581;Diciembre;2022
La Vega;1,214;3,464,910,546;Diciembre;2022
Bonao;709;924,300,487;Diciembre;2022
Constanza;1,149;2,342,413,075;Diciembre;2022
Salcedo;569;663,638,052;Diciembre;2022
Moca;808;1,444,947,948;Diciembre;2022
Santiago;585;1,584,974,205;Diciembre;2022
Valverde Mao;821;2,235,206,695;Diciembre;2022
Montecristí;1,321;1,121,435,848;Diciembre;2022
Santiago Rodríguez;1,572;1,040,521,631;Diciembre;2022
Dajabón;1,134;893,951,527;Diciembre;2022
San José de las Matas;755;846,125,977;Diciembre;2022
Puerto Plata;1,873;945,921,720;Diciembre;2022
Santo Domingo;2,005;2,790,832,504;Enero ;2023
El Seibo;1,530;909,880,312;Enero ;2023
Higuey;1,246;1,406,170,126;Enero;2023
Hato Mayor;1,616;1,956,521,151;Enero;2023
Monte Plata;2,390;3,725,662,374;Enero;2023
Azua;2,028;1,270,083,105;Enero;2023
Baní;1,090;1,923,484,285;Enero;2023
Neyba;1,883;907,746,123;Enero;2023
Barahona;1,919;1,260,955,209;Enero;2023
San Juan De La Maguana;3,678;2,802,129,481;Enero;2023
Comendador;1,772;687,087,929;Enero;2023
Nagua;1,426;1,240,819,249;Enero;2023
Arenoso;908;796,667,913;Enero;2023
Samaná;885;387,521,515;Enero;2023
Río San Juan;1,528;1,288,747,126;Enero;2023
Villa Riva;1,300;830,771,817;Enero;2023
San Fco. Macorís;959;1,854,117,612;Enero;2023
Santiago;594;1,548,573,890;Enero;2023
Moca;799;1,446,939,797;Enero;2023
San Jose De Las Matas;753;840,972,347;Enero;2023
Constanza;1,188;2,406,957,305;Enero;2023
La Vega;1,247;3,290,296,694;Enero;2023
Santiago Rodríguez;1,577;1,032,974,586;Enero;2023
Montecristy;1,331;1,120,848,093;Enero;2023
Puerto Plata;1,899;950,943,446;Enero;2023
Valverde-Mao;891;2,289,940,224;Enero;2023
Dajabón;1,152;909,048,078;Enero;2023
San José De Ocoa;1,533;3,629,230,500;Enero;2023
Bonao;725;891,845,491;Enero;2023
San Cristóbal;1,072;1,121,262,736;Enero;2023
Salcedo;558;652,650,070;Enero;2023
Cotuí;1,314;1,865,687,177;Enero;2023
Santo Domingo;1,978;2,856,209,470;Febrero;2023
El Seibo;1,634;961,930,336;Febrero;2023
Higuey;1,264;1,450,256,619;Febrero;2023
Hato Mayor;1,667;1,949,521,224;Febrero;2023
Monte Plata;2,449;3,872,745,982;Febrero;2023
Azua;2,031;1,308,969,711;Febrero;2023
Baní;1,094;1,904,978,581;Febrero;2023
Neyba;1,896;913,046,435;Febrero;2023
Barahona;1,956;1,282,107,953;Febrero;2023
San Juan De La Maguana;3,663;2,811,463,075;Febrero;2023
Comendador;1,778;694,445,577;Febrero;2023
Nagua;1,606;1,319,490,798;Febrero;2023
Arenoso;971;832,844,974;Febrero;2023
Samaná;920;401,943,763;Febrero;2023
Río San Juan;1,575;1,313,860,387;Febrero;2023
Villa Riva;1,327;847,492,925;Febrero;2023
San Fco. Macorís;984;1,845,127,250;Febrero;2023
Santiago;586;1,511,307,177;Febrero;2023
Moca;801;1,450,949,631;Febrero;2023
San Jose De Las Matas;759;837,781,976;Febrero;2023
Constanza;1,206;2,467,013,170;Febrero;2023
La Vega;1,278;3,151,231,054;Febrero;2023
Santiago Rodríguez;1,579;1,031,714,318;Febrero;2023
Montecristy;1,331;1,125,951,434;Febrero;2023
Puerto Plata;1,905;951,422,502;Febrero;2023
Valverde-Mao;913;2,262,911,433;Febrero;2023
Dajabón;1,155;911,845,412;Febrero;2023
San José De Ocoa;1,527;3,635,225,694;Febrero;2023
Bonao;744;866,832,731;Febrero;2023
San Cristóbal;1,068;1,141,959,986;Febrero;2023
Salcedo;547;649,796,130;Febrero;2023
Cotuí;1,333;1,812,300,656;Febrero;2023
Santo Domingo;1,997;2,984,215,920;Marzo;2023
El Seibo;1,700;979,654,379;Marzo;2023
Higuey;1,288;1,507,072,321;Marzo;2023
Hato Mayor;1,727;2,019,838,550;Marzo;2023
Monte Plata;2,534;4,023,373,496;Marzo;2023
Azua;2,006;1,267,609,017;Marzo;2023
Baní;1,097;1,912,042,959;Marzo;2023
Neyba;1,918;921,361,019;Marzo;2023
Barahona;2,003;1,299,915,409;Marzo;2023
San Juan De La Maguana;3,687;2,848,491,001;Marzo;2023
Comendador;1,807;705,815,268;Marzo;2023
Nagua;1,682;1,415,653,571;Marzo;2023
Arenoso;1,010;841,078,348;Marzo;2023
Samaná;943;411,416,644;Marzo;2023
