DESTINO; CANTIDAD ; VALORES ;  TAREAS; BENEFICIADOS ;MES;AÑO
Ganado de Leche;7;7,129,000;0;7;Mayo;2020
Ganado de Leche (Com.);1;800,000;0;1;Mayo;2020
Ganado de Doble Propósito;30;40,175,000;0;30;Mayo;2020
Porcino (Producción);20;5,274,000;0;20;Mayo;2020
Porcino (Comercialización);1;300,000;0;1;Mayo;2020
Otros Pecuarios;19;8,042,800;0;19;Mayo;2020
Gallinas Ponedoras;3;2,950,000;0;3;Mayo;2020
Pollos de Engorde;15;9,648,000;0;15;Mayo;2020
Otros Avícolas;0;0;0;0;Mayo;2020
Apícola;2;350,000;0;2;Mayo;2020
Préstamos de Consumo;90;17,629,200;0;90;Mayo;2020
Agro. Manufactura, Comercio V. y Otros;494;444,511,208;0;494;Mayo;2020
Arroz (Producción);705;407,040,959;89,234;705;Junio;2020
Arroz (Comercialización);16;75,013,580;0;16;Junio;2020
Aguacate (Producción);69;31,529,500;3,173;69;Junio;2020
Ají (Producción);6;5,300,000;72;6;Junio;2020
Café (Producción);18;6,785,000;1,210;18;Junio;2020
Café (Comercialización);0;0;0;0;Junio;2020
Cacao (Producción);166;62,322,167;19,731;166;Junio;2020
Cacao (Comercialización);5;60,000,000;0;5;Junio;2020
Habichuela (Producción);1;60,000;20;1;Junio;2020
Habichuela (Comercialización);0;0;0;0;Junio;2020
Plátano;100;27,835,000;4,083;100;Junio;2020
Guineo;4;2,100,000;163;4;Junio;2020
Maíz (Producción);1;15,000;7;1;Junio;2020
Maíz (Comercialización);0;0;0;0;Junio;2020
Yuca;16;6,045,000;1,769;16;Junio;2020
Yautía;12;2,885,000;332;12;Junio;2020
Tomate Industrial;0;0;0;0;Junio;2020
Tomate de Mesa;22;13,300,000;381;22;Junio;2020
Coco (Producción);6;1,820,000;598;6;Junio;2020
Coco (Comercialización);1;200,000;0;1;Junio;2020
Guandul (Producción);4;355,000;189;4;Junio;2020
Guandul (Comercialización);0;0;0;0;Junio;2020
Papa;22;16,580,000;750;22;Junio;2020
Piña;18;15,215,000;1,305;18;Junio;2020
Cebolla;4;2,100,000;153;4;Junio;2020
Ñame;5;805,000;125;5;Junio;2020
Ajo (Producción);0;0;0;0;Junio;2020
Ajo (Comercialización);0;0;0;0;Junio;2020
Batata;5;815,000;278;5;Junio;2020
Tabaco (Producción);0;0;0;0;Junio;2020
Tabaco (Comercialización);2;515,000;0;2;Junio;2020
Invernadero;0;0;0;0;Junio;2020
Otros Agrícola;89;189,617,671;17,936;89;Junio;2020
Ganado de Carne;46;33,338,000;0;46;Junio;2020
Ganado de Carne (Com);2;720,000;0;2;Junio;2020
Ganado de Leche;12;13,262,500;0;12;Junio;2020
Ganado de Leche (Com.);2;12,446,400;0;2;Junio;2020
Ganado de Doble Propósito;31;30,550,000;0;31;Junio;2020
Porcino (Producción);34;15,350,000;0;34;Junio;2020
Porcino (Comercialización);1;100,000;0;1;Junio;2020
Otros Pecuarios;26;17,304,734;0;26;Junio;2020
Gallinas Ponedoras;8;26,550,000;0;8;Junio;2020
Pollos de Engorde;35;21,247,056;0;35;Junio;2020
Otros Avícolas;1;300,000;0;1;Junio;2020
Apícola;1;300,000;0;1;Junio;2020
Préstamos de Consumo;258;53,341,856;0;258;Junio;2020
Agro. Manufactura, Comercio V. y Otros;562;768,320,410;0;562;Junio;2020
Arroz (Producción);252;189,352,700;37,677;252;Julio;2020
Arroz (Comercialización);14;95,315,000;0;14;Julio;2020
Aguacate (Producción);71;28,110,000;3,386;71;Julio;2020
Ají (Producción);14;10,893,000;3,261;14;Julio;2020
Café (Producción);21;7,316,000;1,291;21;Julio;2020
Café (Comercialización);0;0;0;0;Julio;2020
Cacao (Producción);191;50,817,900;16,938;191;Julio;2020
Cacao (Comercialización);5;4,250,000;0;5;Julio;2020
Habichuela (Producción);0;0;0;0;Julio;2020
Habichuela (Comercialización);0;0;0;0;Julio;2020
Plátano;23;14,540,000;1,682;23;Julio;2020
Guineo;3;27,915,801;2,280;3;Julio;2020
Maíz (Producción);3;427,500;245;3;Julio;2020
Maíz (Comercialización);0;0;0;0;Julio;2020
Yuca;15;3,057,500;808;15;Julio;2020
Yautía;10;1,545,000;235;10;Julio;2020
Tomate Industrial;0;0;0;0;Julio;2020
Tomate de Mesa;17;10,575,000;310;17;Julio;2020
Coco (Producción);4;18,250,000;1,470;4;Julio;2020
Coco (Comercialización);0;0;0;0;Julio;2020
Guandul (Producción);1;301,000;86;1;Julio;2020
Guandul (Comercialización);0;0;0;0;Julio;2020
Papa;15;25,069,000;1,097;15;Julio;2020
Piña;22;26,481,000;1,560;22;Julio;2020
Cebolla;2;299,000;19;2;Julio;2020
Ñame;5;920,000;95;5;Julio;2020
Ajo (Producción);1;2,500,000;57;1;Julio;2020
Ajo (Comercialización);0;0;0;0;Julio;2020
Batata;3;3,675,000;937;3;Julio;2020
Tabaco (Producción);0;0;0;0;Julio;2020
Tabaco (Comercialización);2;550,000;0;2;Julio;2020
Invernadero;0;0;0;0;Julio;2020
Otros Agrícola;95;118,343,494;8,811;95;Julio;2020
Ganado de Carne;48;59,185,000;0;48;Julio;2020
Ganado de Carne (Com);3;1,400,000;0;3;Julio;2020
Ganado de Leche;3;3,400,000;0;3;Julio;2020
Ganado de Leche (Com.);3;46,550,000;0;3;Julio;2020
Ganado de Doble Propósito;47;36,593,800;0;47;Julio;2020
Porcino (Producción);35;54,941,600;0;35;Julio;2020
Porcino (Comercialización);0;0;0;0;Julio;2020
Otros Pecuarios;34;18,892,000;0;34;Julio;2020
Gallinas Ponedoras;2;1,600,000;0;2;Julio;2020
Pollos de Engorde;31;30,984,000;0;31;Julio;2020
Otros Avícolas;1;300,000;0;1;Julio;2020
Apícola;9;1,440,000;0;9;Julio;2020
Préstamos de Consumo;216;44,622,431;0;216;Julio;2020
Agro. Manufactura, Comercio V. y Otros;441;575,206,786;0;441;Julio;2020
Arroz (Producción);102;58,979,500;12,957;102;Agosto;2020
Arroz (Comercialización);35;285,443,120;0;35;Agosto;2020
Aguacate (Producción);56;20,629,000;2,655;56;Agosto;2020
Ají (Producción);13;9,126,000;211;13;Agosto;2020
Café (Producción);20;7,055,000;1,052;20;Agosto;2020
Café (Comercialización);0;0;0;0;Agosto;2020
Cacao (Producción);187;66,052,500;25,728;187;Agosto;2020
Cacao (Comercialización);5;4,400,000;0;5;Agosto;2020
Habichuela (Producción);1;65,000;10;1;Agosto;2020
Habichuela (Comercialización);0;0;0;0;Agosto;2020
Plátano;11;14,675,000;1,522;11;Agosto;2020
Guineo;2;62,300,000;350;2;Agosto;2020
Maíz (Producción);8;1,045,000;340;8;Agosto;2020
Maíz (Comercialización);0;0;0;0;Agosto;2020
Yuca;22;8,586,000;2,162;22;Agosto;2020
Yautía;12;4,560,000;439;12;Agosto;2020
Tomate Industrial;1;980,000;70;1;Agosto;2020
Tomate de Mesa;15;19,086,500;1,204;15;Agosto;2020
Coco (Producción);8;29,275,000;2,184;8;Agosto;2020
Coco (Comercialización);1;200,000;0;1;Agosto;2020
Guandul (Producción);2;110,000;55;2;Agosto;2020
Guandul (Comercialización);0;0;0;0;Agosto;2020
Papa;29;36,980,000;1,367;29;Agosto;2020
Piña;11;19,400,000;980;11;Agosto;2020
Cebolla;5;2,327,000;107;5;Agosto;2020
Ñame;4;650,000;99;4;Agosto;2020
Ajo (Producción);1;1,850,000;50;1;Agosto;2020
Ajo (Comercialización);0;0;0;0;Agosto;2020
Batata;8;1,360,000;400;8;Agosto;2020
Tabaco (Producción);0;0;0;0;Agosto;2020
Tabaco (Comercialización);4;2,740,000;0;4;Agosto;2020
Invernadero;0;0;0;0;Agosto;2020
Otros Agrícola;120;190,736,616;8,936;120;Agosto;2020
Ganado de Carne;58;59,307,000;0;58;Agosto;2020
Ganado de Carne (Com);2;550,000;0;2;Agosto;2020
Ganado de Leche;8;7,500,000;0;8;Agosto;2020
Ganado de Leche (Com.);1;800,000;0;1;Agosto;2020
Ganado de Doble Propósito;36;54,310,000;0;36;Agosto;2020
Porcino (Producción);47;15,080,000;0;47;Agosto;2020
Porcino (Comercialización);2;450,000;0;2;Agosto;2020
Otros Pecuarios;26;27,627,840;0;26;Agosto;2020
Gallinas Ponedoras;4;4,600,000;0;4;Agosto;2020
Pollos de Engorde;39;21,270,500;0;39;Agosto;2020
Otros Avícolas;1;300,000;0;1;Agosto;2020
Apícola;8;2,515,000;0;8;Agosto;2020
Préstamos de Consumo;170;34,194,472;0;170;Agosto;2020
Agro. Manufactura, Comercio V. y Otros;155;232,340,287;0;155;Agosto;2020
Arroz (Producción);22;8,047,636;1,725;22;Septiembre;2020
Arroz (Comercialización);16;91,296,000;0;16;Septiembre;2020
Aguacate (Producción);50;17,866,000;2,078;50;Septiembre;2020
Ají (Producción);10;11,380,000;193;10;Septiembre;2020
Café (Producción);17;7,862,000;1,090;17;Septiembre;2020
Café (Comercialización);0;0;0;0;Septiembre;2020
Cacao (Producción);135;35,000,000;12,663;135;Septiembre;2020
Cacao (Comercialización);5;1,462,000;0;5;Septiembre;2020
Habichuela (Producción);0;0;0;0;Septiembre;2020
Habichuela (Comercialización);0;0;0;0;Septiembre;2020
Plátano;13;10,114,598;1,604;13;Septiembre;2020
Guineo;1;160,000;20;1;Septiembre;2020
Maíz (Producción);1;100,000;50;1;Septiembre;2020
Maíz (Comercialización);0;0;0;0;Septiembre;2020
Yuca;12;5,380,000;1,270;12;Septiembre;2020
Yautía;16;3,195,000;462;16;Septiembre;2020
Tomate Industrial;0;0;0;0;Septiembre;2020
Tomate de Mesa;8;10,010,000;133;8;Septiembre;2020
Coco (Producción);3;210,000;64;3;Septiembre;2020
Coco (Comercialización);0;0;0;0;Septiembre;2020
Guandul (Producción);0;0;0;0;Septiembre;2020
Guandul (Comercialización);0;0;0;0;Septiembre;2020
Papa;25;25,774,000;1,128;25;Septiembre;2020
Piña;22;14,080,000;921;22;Septiembre;2020
Cebolla;16;10,657,000;626;20;Septiembre;2020
Ñame;8;1,975,000;211;8;Septiembre;2020
Ajo (Producción);0;0;0;0;Septiembre;2020
Ajo (Comercialización);0;0;0;0;Septiembre;2020
Batata;3;857,893;288;3;Septiembre;2020
Tabaco (Producción);0;0;0;0;Septiembre;2020
Tabaco (Comercialización);6;14,650,000;0;6;Septiembre;2020
Invernadero;0;0;0;0;Septiembre;2020
Otros;130;56,859,534;5,904;130;Septiembre;2020
Ganado de Carne;65;65,431,500;0;65;Septiembre;2020
Ganado de Carne (Com);7;2,352,500;0;7;Septiembre;2020
Ganado de Leche;8;5,316,000;0;8;Septiembre;2020
Ganado de Leche (Com.);1;450,000;0;1;Septiembre;2020
Ganado de Doble Propósito;36;49,590,000;0;36;Septiembre;2020
Porcino (Producción);39;30,646,200;0;39;Septiembre;2020
Porcino (Comercialización);1;80,000;0;1;Septiembre;2020
Otros;35;25,573,852;0;35;Septiembre;2020
Gallinas Ponedoras;5;18,600,000;0;5;Septiembre;2020
Pollos de Engorde;34;27,098,000;0;34;Septiembre;2020
Otros;1;35,000,000;0;1;Septiembre;2020
 Apícola;5;2,750,000;0;5;Septiembre;2020
Préstamos de Consumo;148;30,343,159;0;148;Septiembre;2020
Agro. Manufactura, Comercio V. y Otros;65;105,391,216;0;65;Septiembre;2020
Arroz (Producción);7;13,766,985;2,207;7;Octubre;2020
Arroz (Comercialización);10;23,936,000;0;10;Octubre;2020
Aguacate (Producción);32;23,393,000;2,621;32;Octubre;2020
Ají (Producción);11;4,435,000;260;11;Octubre;2020
Café (Producción);14;6,425,000;999;14;Octubre;2020
Café (Comercialización);0;0;0;0;Octubre;2020
Cacao (Producción);73;69,115,120;23,276;73;Octubre;2020
Cacao (Comercialización);8;438,000,000;0;8;Octubre;2020
Habichuela (Producción);115;24,588,250;7,076;115;Octubre;2020
Habichuela (Comercialización);1;300,000;0;1;Octubre;2020
Plátano;54;42,349,585;4,613;54;Octubre;2020
Guineo;3;800,000;105;3;Octubre;2020
Maíz (Producción);3;314,000;155;3;Octubre;2020
Maíz (Comercialización);0;0;0;0;Octubre;2020
Yuca;13;3,469,580;685;13;Octubre;2020
Yautía;13;4,040,000;675;13;Octubre;2020
Tomate Industrial;0;0;0;0;Octubre;2020
Tomate de Mesa;16;31,932,000;367;16;Octubre;2020
Coco (Producción);2;4,500,000;845;2;Octubre;2020
Coco (Comercialización);0;0;0;0;Octubre;2020
Guandul (Producción);0;0;0;0;Octubre;2020
Guandul (Comercialización);0;0;0;0;Octubre;2020
Papa;14;12,680,000;569;14;Octubre;2020
Piña;19;31,550,000;1,260;19;Octubre;2020
Cebolla;37;20,656,400;1,426;37;Octubre;2020
Ñame;11;2,540,000;259;11;Octubre;2020
Ajo (Producción);2;3,100,000;85;2;Octubre;2020
Ajo (Comercialización);0;0;0;0;Octubre;2020
Batata;4;517,500;163;4;Octubre;2020
Tabaco (Producción);1;1,500,000;250;1;Octubre;2020
Tabaco (Comercialización);4;1,100,000;0;4;Octubre;2020
Invernadero;3;18,226,447;11;3;Octubre;2020
Otros;141;283,937,302;7,000;160;Octubre;2020
Ganado de Carne;54;75,137,700;0;54;Octubre;2020
Ganado de Carne (Com);2;730,000;0;2;Octubre;2020
Ganado de Leche;7;31,844,000;0;7;Octubre;2020
Ganado de Leche (Com.);0;0;0;0;Octubre;2020
Ganado de Doble Propósito;36;62,025,000;0;36;Octubre;2020
Porcino (Producción);28;11,247,000;0;28;Octubre;2020
Porcino (Comercialización);0;0;0;0;Octubre;2020
Otros;28;65,156,879;0;28;Octubre;2020
Gallinas Ponedoras;10;17,375,000;0;10;Octubre;2020
Pollos de Engorde;33;16,593,000;0;33;Octubre;2020
Otros;3;900,000;0;3;Octubre;2020
 Apícola;2;1,025,000;0;2;Octubre;2020
Préstamos de Consumo;184;37,595,610;0;184;Octubre;2020
Agro. Manufactura, Comercio V. y Otros;46;29,788,373;0;46;Octubre;2020
Arroz (Producción);967;439,208,145;92,780;967;Noviembre;2020
Arroz (Comercialización);11;57,400,000;0;11;Noviembre;2020
Aguacate (Producción);128;83,496,364;6,548;128;Noviembre;2020
Ají (Producción);23;17,690,000;5,528;23;Noviembre;2020
Café (Producción);29;13,680,000;1,635;29;Noviembre;2020
Café (Comercialización);1;1,200,000;0;1;Noviembre;2020
Cacao (Producción);86;41,084,000;10,581;86;Noviembre;2020
Cacao (Comercialización);7;90,750,000;0;7;Noviembre;2020
Habichuela (Producción);95;27,346,500;7,158;95;Noviembre;2020
Habichuela (Comercialización);0;0;0;0;Noviembre;2020
Plátano;185;81,723,000;9,159;185;Noviembre;2020
Guineo;19;7,110,000;804;19;Noviembre;2020
Maíz (Producción);2;320,000;130;2;Noviembre;2020
Maíz (Comercialización);0;0;0;0;Noviembre;2020
Yuca;27;5,081,950;1,354;27;Noviembre;2020
Yautía;9;2,410,000;396;9;Noviembre;2020
Tomate Industrial;0;0;0;0;Noviembre;2020
Tomate de Mesa;22;61,795,000;330;22;Noviembre;2020
Coco (Producción);8;3,200,000;741;8;Noviembre;2020
Coco (Comercialización);0;0;0;0;Noviembre;2020
Guandul (Producción);1;70,000;30;1;Noviembre;2020
Guandul (Comercialización);0;0;0;0;Noviembre;2020
Papa;37;28,028,750;1,224;37;Noviembre;2020
Piña;13;5,575,000;419;13;Noviembre;2020
Cebolla;109;37,294,500;2,680;109;Noviembre;2020
Ñame;10;2,560,000;280;10;Noviembre;2020
Ajo (Producción);17;14,925,000;389;17;Noviembre;2020
Ajo (Comercialización);0;0;0;0;Noviembre;2020
Batata;5;592,000;138;5;Noviembre;2020
Tabaco (Producción);13;53,793,500;5,132;13;Noviembre;2020
Tabaco (Comercialización);6;93,250,000;0;6;Noviembre;2020
Invernadero;1;10,000,000;0;1;Noviembre;2020
Otros;231;226,258,808;19,365;231;Noviembre;2020
Ganado de Carne;72;112,585,750;0;72;Noviembre;2020
Ganado de Carne (Com);7;3,285,000;0;7;Noviembre;2020
Ganado de Leche;11;12,869,000;0;11;Noviembre;2020
Ganado de Leche (Com.);0;0;0;0;Noviembre;2020
Ganado de Doble Propósito;67;69,255,000;0;67;Noviembre;2020
Porcino (Producción);45;69,298,991;0;45;Noviembre;2020
Porcino (Comercialización);0;0;0;0;Noviembre;2020
Otros;49;30,979,000;0;49;Noviembre;2020
Gallinas Ponedoras;12;29,400,000;0;12;Noviembre;2020
Pollos de Engorde;35;23,224,000;0;35;Noviembre;2020
 Apícola;2;550,000;0;2;Noviembre;2020
Préstamos de Consumo;138;23,562,100;0;138;Noviembre;2020
Agro. Manufactura, Comercio V. y Otros;99;138,185,203;0;99;Noviembre;2020
Arroz (Producción);1,541;996,235,134;255,562;1,646;Diciembre;2020
Arroz (Comercialización);18;171,795,160;0;18;Diciembre;2020
Aguacate (Producción);134;183,528,064;13,528;134;Diciembre;2020
Ají (Producción);15;14,146,000;714;15;Diciembre;2020
Café (Producción);58;30,775,000;4,133;58;Diciembre;2020
Café (Comercialización);0;0;0;0;Diciembre;2020
Cacao (Producción);110;77,585,460;15,152;110;Diciembre;2020
Cacao (Comercialización);8;36,790,000;0;8;Diciembre;2020
Habichuela (Producción);37;7,964,000;2,177;37;Diciembre;2020
Habichuela (Comercialización);2;167,139,368;0;2;Diciembre;2020
Plátano;185;104,112,170;12,844;185;Diciembre;2020
Guineo;14;17,219,100;1,324;14;Diciembre;2020
Maíz (Producción);8;401,000;231;8;Diciembre;2020
Maíz (Comercialización);0;0;0;0;Diciembre;2020
Yuca;30;7,981,800;1,781;30;Diciembre;2020
Yautía;16;3,170,000;431;16;Diciembre;2020
Tomate Industrial;1;1,200,000;100;1;Diciembre;2020
Tomate de Mesa;12;330,600,000;37,032;12;Diciembre;2020
Coco (Producción);10;8,960,000;1,207;10;Diciembre;2020
Coco (Comercialización);0;0;0;0;Diciembre;2020
Guandul (Producción);1;250,000;40;1;Diciembre;2020
Guandul (Comercialización);0;0;0;0;Diciembre;2020
Papa;49;74,160,000;2,821;49;Diciembre;2020
Piña;23;32,505,000;1,742;23;Diciembre;2020
Cebolla;54;25,581,500;1,546;54;Diciembre;2020
Ñame;9;2,010,000;266;9;Diciembre;2020
Ajo (Producción);32;48,665,000;855;32;Diciembre;2020
Ajo (Comercialización);0;0;0;0;Diciembre;2020
Batata;7;1,410,000;423;7;Diciembre;2020
Tabaco (Producción);10;18,980,935;2,364;39;Diciembre;2020
Tabaco (Comercialización);9;31,276,100;0;9;Diciembre;2020
Invernadero;3;10,265,402;21;3;Diciembre;2020
Otros Agrícolas;239;471,134,160;25,077;239;Diciembre;2020
Ganado de Carne;71;83,960,750;0;71;Diciembre;2020
Ganado de Carne (Com);1;100,000;0;1;Diciembre;2020
Ganado de Leche;12;17,950,000;0;12;Diciembre;2020
Ganado de Leche (Com.);2;750,000;0;2;Diciembre;2020
Ganado de Doble Propósito;114;189,094,153;0;114;Diciembre;2020
Porcino (Producción);47;79,982,750;0;47;Diciembre;2020
Porcino (Comercialización);0;0;0;0;Diciembre;2020
Otros Pecuarios;106;197,701,657;0;106;Diciembre;2020
Gallinas Ponedoras;20;204,058,550;0;20;Diciembre;2020
Pollos de Engorde;61;157,033,600;0;61;Diciembre;2020
Apícola;8;3,150,000;0;8;Diciembre;2020
Préstamos de Consumo;185;33,795,260;0;185;Diciembre;2020
Agro. Manufactura, Comercio V. y Otros;371;452,591,878;0;371;Diciembre;2020
Arroz (Producción);546;278,855,070;55,324;550;Enero;2021
Arroz (Comercialización);8;55,960,000;38;8;Enero;2021
Aguacate (Producción);121;67,763,000;5,635;121;Enero;2021
Ají (Producción);13;5,665,000;1,286;13;Enero;2021
Café (Producción);62;28,444,000;3,491;62;Enero;2021
Café (Comercialización);0;0;0;0;Enero;2021
Cacao (Producción);104;229,704,000;30,670;104;Enero;2021
Cacao (Comercialización);1;106,000;0;1;Enero;2021
Habichuela (Producción);6;2,644,500;702;6;Enero;2021
Habichuela (Comercialización);0;0;0;0;Enero;2021
Plátano;129;106,087,158;12,581;129;Enero;2021
Guineo;12;67,598,164;1,146;12;Enero;2021
Maíz (Producción);3;305,000;115;3;Enero;2021
Maíz (Comercialización);0;0;0;0;Enero;2021
Yuca;16;4,310,000;886;16;Enero;2021
Yautía;9;2,630,000;526;9;Enero;2021
Tomate Industrial;0;0;0;0;Enero;2021
Tomate de Mesa;13;164,200,000;42,270;13;Enero;2021
Coco (Producción);10;11,200,000;1,882;10;Enero;2021
Coco (Comercialización);0;0;0;0;Enero;2021
Guandul (Producción);1;120,000;60;1;Enero;2021
Guandul (Comercialización);0;0;0;0;Enero;2021
Papa;40;22,575,000;981;40;Enero;2021
Piña;14;8,490,000;489;14;Enero;2021
Cebolla;23;17,050,000;1,601;23;Enero;2021
Ñame;9;2,105,000;272;9;Enero;2021
Ajo (Producción);42;18,304,000;491;42;Enero;2021
Ajo (Comercialización);0;0;0;0;Enero;2021
Batata;7;4,255,000;1,073;7;Enero;2021
Tabaco (Producción);12;3,085,000;407;12;Enero;2021
Tabaco (Comercialización);18;146,845,684;0;18;Enero;2021
Invernadero;6;5,625,000;0;6;Enero;2021
Otros;29;166,784,063;12,276;29;Enero;2021
Ganado de Carne;54;67,147,050;0;54;Enero;2021
Ganado de Carne (Com);1;299,000;0;1;Enero;2021
Ganado de Leche;9;12,720,000;0;9;Enero;2021
Ganado de Leche (Com.);0;0;0;0;Enero;2021
Ganado de Doble Propósito;76;112,560,250;0;76;Enero;2021
Porcino (Producción);44;93,023,400;0;44;Enero;2021
Porcino (Comercialización);0;0;0;0;Enero;2021
Otros;88;89,557,466;0;88;Enero;2021
Gallinas Ponedoras;9;18,623,455;0;9;Enero;2021
Pollos de Engorde;30;23,473,285;0;30;Enero;2021
Otros;1;300,000;0;1;Enero;2021
 Apícola;1;350,000;0;1;Enero;2021
Préstamos de Consumo;69;13,090,143;0;69;Enero;2021
Agro. Manufactura, Comercio V. y Otros;307;312,028,659;0;307;Enero;2021
Arroz (Producción);201;110,849,650;23,251;201;Febrero;2021
Arroz (Comercialización);7;68,990,000;0;7;Febrero;2021
Aguacate (Producción);137;61,806,800;5,597;137;Febrero;2021
Ají (Producción);23;20,324,000;725;23;Febrero;2021
Café (Producción);69;22,589,000;2,917;69;Febrero;2021
Café (Comercialización);0;0;0;0;Febrero;2021
Cacao (Producción);106;72,745,000;12,877;106;Febrero;2021
Cacao (Comercialización);5;4,930,000;0;5;Febrero;2021
Habichuela (Producción);0;0;0;0;Febrero;2021
Habichuela (Comercialización);2;28,264,000;0;2;Febrero;2021
Plátano;123;60,397,000;7,221;123;Febrero;2021
Guineo;17;33,643,400;6,348;17;Febrero;2021
Maíz (Producción);10;1,062,500;469;10;Febrero;2021
Maíz (Comercialización);0;0;0;0;Febrero;2021
Yuca;11;3,205,000;623;11;Febrero;2021
Yautía;15;9,410,000;776;15;Febrero;2021
Tomate Industrial;0;0;0;0;Febrero;2021
Tomate de Mesa;10;11,100,000;2,161;10;Febrero;2021
Coco (Producción);26;21,736,300;4,381;26;Febrero;2021
Coco (Comercialización);1;1,000,000;0;1;Febrero;2021
Guandul (Producción);2;270,000;115;2;Febrero;2021
Guandul (Comercialización);0;0;0;0;Febrero;2021
Papa;46;68,554,000;1,331;46;Febrero;2021
Piña;26;17,874,000;774;26;Febrero;2021
Cebolla;19;268,133,000;452;19;Febrero;2021
Ñame;19;4,300,000;490;19;Febrero;2021
Ajo (Producción);72;33,430,900;533;72;Febrero;2021
Ajo (Comercialización);1;251,000;0;1;Febrero;2021
Batata;5;677,500;225;5;Febrero;2021
Tabaco (Producción);19;5,962,000;797;19;Febrero;2021
Tabaco (Comercialización);10;176,646,485;0;10;Febrero;2021
Invernadero;2;10,400,000;40,003;2;Febrero;2021
Otros;243;583,965,492;16,185;243;Febrero;2021
Ganado de Carne;64;60,753,000;0;64;Febrero;2021
